date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2024-08-13-22:00,2771,10639,10714,10616,10672,10691,10726,10658,10683,2884,2842,10692,10617,10622,400,10428,20003,10371,10715,10280
2024-08-14-12:11,10714,10639,10726,10616,2771,10672,10691,10658,10683,2884,10617,2842,10622,10038,10428,10692,10715,10280,10371,20003
2024-08-14-21:59,10714,10639,10726,10616,2771,10672,10691,10658,10683,2884,10617,2842,10622,10038,10428,10280,10692,10715,10371,20003
2024-08-15-12:10,10714,10726,10639,10616,2771,10672,10691,10658,10683,2884,10617,10038,2842,10622,10280,10428,20003,10371,10715,163
2024-08-15-22:00,10714,10726,10639,10616,2771,10672,10691,10658,10683,2884,10617,2842,10038,163,10622,10280,10428,10371,20003,10715
2024-08-16-12:10,10714,10726,10639,10616,2771,10672,10691,10658,163,10683,2884,10038,10617,2842,10622,10280,10428,10692,10371,20003
2024-08-16-22:00,10714,10726,10639,10616,2771,10672,10691,10658,163,10683,10038,2884,10617,2842,10622,10280,10692,10428,10371,20003
2024-08-17-12:12,10714,10726,10639,10616,2771,10691,10672,163,10658,10683,10038,2884,10617,2842,10622,10280,10692,10371,10428,20001
2024-08-17-22:00,10714,10639,10726,10616,2771,10691,10672,10658,163,10683,2884,10038,10617,2842,10622,10280,10692,10371,20001,10428
2024-08-18-12:11,10639,10714,10726,10616,2771,10691,10672,10658,163,10683,2842,2884,10038,10617,10622,10280,400,10692,10371,20001
2024-08-18-22:00,10639,10726,10616,10714,2771,10672,10691,10658,163,10683,2842,2884,10617,10038,400,10622,10280,10692,10371,20001
2024-08-19-12:11,10639,10616,10726,10714,2771,10672,10691,10658,10683,2842,400,10617,2884,163,10622,10280,10038,10692,10371,10146
2024-08-19-22:00,10639,10616,10726,10714,2771,10691,10672,10658,10683,2842,10617,2884,400,10622,163,10280,10038,10692,10371,20001
2024-08-20-12:12,10714,10726,10639,10616,2771,10691,10672,10658,10683,2842,400,10617,10622,2884,10038,163,10280,10692,10371,20001
2024-08-20-21:59,10714,10726,10639,10616,2771,10691,10672,10658,10683,2842,10617,10622,400,2884,10038,163,10280,10692,10371,20001
2024-08-21-12:12,10714,10726,2771,10616,10691,10639,10672,10683,2842,10622,10658,10617,10038,2884,10371,10692,163,20001,10560,10280
2024-08-21-22:00,10714,10726,2771,10616,10691,10639,10672,10683,2842,10658,10622,10617,10038,2884,10371,20001,10692,163,10280,10715
2024-08-22-12:11,10714,10726,2771,10639,10691,10616,10672,10683,2842,10658,10622,10038,10617,2884,10371,20001,10660,163,10715,10280
2024-08-22-22:00,10714,10726,2771,10639,10691,10616,10672,10683,2842,10658,10622,10038,10617,2884,10371,20001,10660,163,10715,20002
2024-08-23-12:11,10714,10726,2771,10639,10691,10616,10672,10683,2842,10658,10622,10038,10617,2884,10371,10660,20001,20002,10692,10370
2024-08-23-22:00,10714,10726,2771,10639,10691,10616,10683,10672,10658,2842,10622,10038,10617,2884,10371,10660,10692,20001,20002,10370
2024-08-24-12:11,10714,10726,2771,10639,10691,10616,10683,10672,10622,10658,10038,10617,2842,10371,2884,10692,10370,20001,10660,20002
2024-08-24-22:00,10714,10726,2771,10639,10691,10616,10672,10683,10622,10658,10038,10617,2842,10371,2884,10692,20001,10370,10660,163
2024-08-25-12:10,10714,10726,2771,10639,10616,10691,10672,10683,10038,10622,10658,10617,10371,2842,10692,400,2884,20001,10370,163
2024-08-25-21:59,10726,2771,10714,10639,10616,10691,10672,10683,10038,10622,10658,10617,400,10371,2842,2884,10692,20001,10370,10660
2024-08-26-12:11,10639,2771,10726,10714,10616,10691,10672,10683,400,10622,10658,10038,10617,2842,10371,2884,10692,20001,163,10370
2024-08-26-22:00,10726,10639,2771,10616,10714,10691,10672,10622,10683,10038,10658,10617,400,2842,10371,2884,10692,10620,20001,10370
2024-08-27-12:13,10726,10639,2771,10616,10622,10691,10672,10683,10714,10038,10617,400,10658,2842,10620,2570,10371,10692,2884,20002
2024-08-27-22:00,10726,10639,2771,10616,10622,10691,10672,10683,10038,10714,10617,10658,10620,400,2842,2570,10692,10371,2884,20002
2024-08-28-12:12,10616,10726,10622,10672,2771,10639,10691,10683,10038,10617,10620,10714,2570,2842,10658,10692,20002,2884,10371,10621
2024-08-28-22:00,10616,10726,10622,10672,2771,10691,10639,10683,10038,10617,10620,10714,2570,2842,10658,10692,20002,2884,10371,20001
2024-08-29-12:11,10726,10616,10622,2771,10672,10691,10038,10639,10683,2570,10714,10617,10620,10658,2842,400,10692,20001,20002,2884
2024-08-29-22:00,10726,10616,10622,2771,10672,10691,10038,10639,10714,10683,2570,10617,10620,10658,2842,10692,20001,400,2884,20002
2024-08-30-12:11,10714,10726,10616,10622,2771,10672,10691,10639,10038,10683,2570,10617,10658,2842,10620,400,10692,20001,2884,10371
2024-08-30-22:00,10714,10726,10616,10622,2771,10672,10691,10639,10038,10683,2570,10617,10658,2842,10620,10692,20001,400,2884,20002
2024-08-31-12:11,10714,10726,10616,2771,10622,10672,10639,10691,10683,10038,2570,10658,10617,10692,2842,400,20001,2884,10620,20002
2024-08-31-22:00,10714,10726,10616,2771,10622,10639,10691,10672,10683,2570,10038,10658,10617,10692,20001,2842,2884,400,10620,163
2024-09-01-12:11,10714,10726,10616,2771,10691,10639,10622,10683,10672,10658,2570,10692,10038,10617,20001,2842,2884,163,20002,10620
2024-09-01-21:59,10714,10726,10616,2771,10691,10639,10622,10683,10672,10658,2570,10692,10038,10617,2842,2884,20001,20002,163,10620
2024-09-02-12:11,10726,10616,2771,10714,10639,10691,10683,10622,10672,10658,10692,10038,10617,2570,2842,2884,20001,20002,10371,10620
2024-09-02-22:00,10639,10726,2771,10616,10714,10691,10622,10683,10672,10658,10038,2842,10692,10617,2570,2884,20001,10371,20003,20002
2024-09-03-12:11,10639,10726,2771,10714,10616,10691,10622,10672,10683,10658,2842,10038,10617,10692,10146,20003,2570,10280,3009,2884
2024-09-03-22:00,10639,10726,2771,10616,10714,10691,10622,10672,10683,2842,10658,10038,10617,10146,10692,20003,10280,3009,2570,2884
2024-09-04-12:12,10639,2771,10726,10616,10691,10622,2842,10672,10683,10146,10658,10714,10280,3009,20003,10038,10617,10692,10371,2570
2024-09-04-22:00,10639,2771,10726,10616,10691,10622,2842,10672,10683,10146,10658,10714,10280,3009,20003,10038,10617,10692,10371,2570
2024-09-05-12:11,10639,2771,10726,10616,10714,2842,10691,10622,10146,3009,10683,10280,10672,10658,20003,10692,10617,10038,10371,2570
2024-09-05-22:00,10639,2771,10726,10714,2842,10616,10280,3009,10146,20003,10622,10691,10658,10672,10683,10417,10692,10617,10371,10370
2024-09-06-12:11,10639,2771,10714,10726,10280,3009,2842,20003,10146,10616,10622,10691,10658,10683,10672,10417,10370,10692,10371,2570
2024-09-06-22:00,10639,2771,10280,10714,3009,20003,2842,10146,10726,10622,10616,10691,10417,10658,10672,10683,10370,10692,10371,2570
2024-09-07-12:12,10639,2771,10280,20003,3009,10146,10714,2842,10726,10622,10616,10417,10691,10370,10658,10672,10683,10371,10692,2570
2024-09-07-22:00,10639,2771,10280,20003,3009,10146,2842,10714,10726,10622,10417,10616,10691,10370,10658,10672,10683,10371,10692,2570
2024-09-08-12:11,10639,2771,10280,20003,3009,10146,2842,10714,10622,10726,10417,10616,10370,10691,10658,10672,10683,10371,10692,2570
2024-09-08-22:00,10639,2771,10280,10146,20003,3009,2842,10714,10726,10622,10417,10616,10691,10370,10658,10672,10683,10371,10692,2570
2024-09-09-12:12,10639,2771,10280,10146,3009,2842,20003,10714,10726,10622,10616,10691,10417,10370,10672,10658,10683,10371,10692,2570
2024-09-09-22:00,10639,2771,10280,10146,2842,20003,3009,10742,10726,10714,10616,10622,10691,10672,10417,10658,10370,10683,10740,10371
2024-09-10-12:11,10639,10742,2771,2842,10146,10616,10280,20003,10726,10714,10691,3009,10740,10622,10672,10658,10738,10683,10417,10370
2024-09-10-22:00,10639,10742,2771,2842,10616,10740,10146,10691,10726,20003,10714,10280,3009,10672,10622,10658,10738,10683,10617,10417
2024-09-11-12:13,10742,10639,2771,10740,10616,10691,10738,10672,10726,10658,10622,10683,10714,2842,10617,10737,10741,10039,20003,10428
2024-09-11-22:00,10742,10639,2771,10740,10691,10616,10738,10726,10672,10658,10622,10683,10714,2842,10617,10737,10741,10039,10428,20003
2024-09-12-12:12,10742,10639,2771,10740,10691,10616,10738,10714,10658,10726,10672,10739,10683,10622,2842,10737,10617,10741,10428,10744
2024-09-12-22:00,10742,10639,2771,10740,10691,10616,10738,10714,10739,10726,10672,10658,10683,10622,2842,10617,10737,10741,10428,2884
2024-09-13-12:11,10742,2771,10639,10740,10691,10739,10714,10616,10726,10672,10738,10745,10683,10658,10622,2842,10617,10428,10737,2884
2024-09-13-22:00,10742,2771,10639,10740,10691,10714,10616,10739,10745,10726,10672,10738,10683,10658,10622,2842,10617,10428,10737,2884
2024-09-14-12:11,10742,2771,10639,10740,10691,10745,10739,10714,10616,10672,10726,10738,10683,10658,10622,2842,10617,10428,10737,10741
2024-09-14-22:00,10742,2771,10639,10740,10691,10714,10745,10739,10616,10672,10726,10738,10683,10658,10622,2842,10617,10428,10737,20001
2024-09-15-12:11,10742,2771,10740,10639,10691,10745,10672,10616,10714,10726,10738,10683,10622,10658,2842,10617,20001,10428,10737,10741
2024-09-15-22:00,10742,2771,10639,10740,10691,10745,10714,10672,10616,10726,10738,10683,10622,10658,2842,10617,20001,10428,10737,10741
2024-09-16-12:12,10742,2771,10740,10639,10691,10714,10616,10672,10726,10738,10683,10622,10658,2842,10617,10737,10741,20001,10428,2884
2024-09-16-22:00,10742,2771,10639,10740,10750,10691,10616,10714,10672,10726,10738,10683,10622,10658,2842,10617,10737,10741,2884,10428
2024-09-17-12:10,10742,10750,2771,10639,10738,10691,10616,10740,10714,10726,10672,10683,10622,10658,2842,688,10617,2884,10737,10741
