date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2024-04-30-22:00,10658,10622,10616,2771,10038,10636,10639,10617,10371,10428,10660,2869,2842,1704,20001,1705,2870,10450,10581,10645
2024-05-01-12:09,10658,10622,10616,2771,10636,10639,10038,10617,2869,10428,10660,10371,1704,2870,2842,1705,20001,10450,10581,10645
2024-05-01-22:00,10658,10622,10616,10636,2771,10639,10038,10617,2869,10660,10428,10371,2842,1704,2870,1705,20001,10450,10581,2814
2024-05-02-12:10,10658,10622,10616,10636,2771,10038,10617,10660,10639,10428,2869,2842,10371,20001,2870,1704,10581,10450,2330
2024-05-02-22:00,10658,10622,10616,10636,10660,2771,10038,10617,10639,10428,2869,2842,10371,20001,2814,2870,10581,10450,1704,2863
2024-05-03-12:11,10658,10622,10660,10616,10636,2771,10038,10617,10639,10428,2842,10371,20001,2869,10581,2814,10450,10645,2863,10039
2024-05-03-22:00,10658,10660,10622,10616,10636,2771,10639,10038,10617,10428,2842,10371,20001,2869,2814,10581,10450,2863,10645,10039
2024-05-04-12:10,10658,10660,10622,10616,10038,2771,10636,10639,10617,2842,10428,10371,20001,2814,10450,10581,2869,10039,2863,10645
2024-05-04-22:00,10658,10660,10622,10616,10038,2771,10636,10639,10617,2842,10428,10371,20001,2814,10450,10581,2869,10039,2863,10645
2024-05-05-12:10,10658,10622,10660,10038,10616,2771,10639,10636,10617,2842,10428,10371,20001,10450,2814,10581,10039,2869,2863,10645
2024-05-05-22:00,10658,10622,10660,10038,10616,2771,10639,10636,10617,2842,10428,10371,20001,10450,2814,10581,10039,2869,2863,10645
2024-05-06-12:10,10658,10038,10622,10616,2771,10660,10639,10636,10617,2842,10428,10371,20001,10450,2814,10581,10039,2869,10645,2863
2024-05-06-21:59,10658,10622,10038,10672,10616,2771,10639,10660,10636,10617,2842,10428,10673,10371,20001,2814,10450,10581,10039,10670
2024-05-07-12:10,10672,10658,10622,10616,10660,10038,2771,10639,10617,10636,10673,2842,10669,10670,10671,10428,10371,2814,10581,20001
2024-05-07-21:59,10672,10658,10622,10616,10660,2771,10038,10639,10617,10636,10673,2842,10669,10670,10671,10428,10371,2814,20001,10581
2024-05-08-12:08,10672,10658,10616,10639,2771,10617,10622,10673,10038,10660,10669,10670,10671,10636,2842,10428,2814,10039,10581,20001
2024-05-08-22:00,10672,10658,10616,10617,10639,2771,10622,10673,10038,10660,10669,10670,10671,10636,2842,10428,2814,10039,20001,10581
2024-05-09-12:12,10672,10658,10617,10660,2771,10616,10639,10622,10673,10038,10669,10670,10671,10636,2842,10428,2814,20001,10581,10039
2024-05-09-22:00,10672,10658,10660,10617,2771,10616,10639,10622,10673,10038,10669,10670,10636,10671,2842,10428,20001,2814,10581,10039
2024-05-10-12:09,10672,10658,10660,2771,10617,10616,10038,10639,10622,10673,10636,10669,10670,10671,2842,10428,20001,2814,10581,10039
2024-05-10-22:00,10672,10658,10660,2771,10617,10616,10639,10038,10622,10673,10636,10669,10670,10671,2842,10428,20001,2814,10581,10039
2024-05-11-12:09,10672,10658,10660,10038,2771,10617,10616,10639,10622,10673,10636,10669,10670,10671,2842,20001,10428,2814,10581,10039
2024-05-11-22:00,10672,10658,10660,10038,2771,10617,10616,10639,10622,10673,10636,10669,10670,10671,2842,20001,10428,2814,10039,10581
2024-05-12-12:10,10672,10658,10038,2771,10617,10660,10616,10622,10639,10673,10636,10669,10670,10671,20001,2842,10428,2814,10039,10581
2024-05-12-22:00,10672,10658,10038,2771,10660,10617,10616,10622,10639,10673,10636,10669,10670,10671,20001,2842,10428,2814,10039,10581
2024-05-13-12:11,10672,10658,10038,10660,2771,10617,10616,10622,10639,10673,10636,2814,10669,10670,10671,20001,10428,2842,10039,10581
2024-05-13-22:00,10672,10658,10038,10660,2771,10617,10616,10622,10639,2814,10673,10636,10669,10670,20001,10671,10428,2842,10039,10581
2024-05-14-12:09,10672,10658,10038,10660,2771,10616,10617,10622,10639,2814,10673,10636,10669,10428,10670,20001,2842,10671,10039,20002
2024-05-14-22:00,10672,10658,10038,10660,2771,10617,10616,10622,2814,10639,10673,10636,10669,10428,20001,10670,2842,10671,10039,20002
2024-05-15-12:10,10672,10658,10038,10617,2771,2814,10616,10622,10639,10660,10673,10636,10428,20001,2842,10669,10671,10670,10039,20002
2024-05-15-22:00,10672,10658,10038,10617,2771,2814,10616,10622,10639,10673,10660,10636,10428,20001,2842,10669,10670,10671,10039,20002
2024-05-16-12:08,10672,10658,2771,10617,10660,10038,10616,10622,10639,2814,10673,10636,20001,10428,2842,10669,10039,10670,10671,10581
2024-05-16-21:59,10672,10658,10660,2771,10617,10038,10616,10622,10639,2814,10673,10636,20001,10428,2842,10669,10039,10670,10671,10581
2024-05-17-12:10,10672,10658,10660,10038,2771,10617,10616,10639,10622,10673,2814,10636,20001,10428,2842,10669,10039,10670,10671,10581
2024-05-17-22:00,10672,10658,10660,10038,2771,10617,10616,10639,10622,10673,2814,10636,20001,10428,2842,10669,10039,10671,10670,10581
2024-05-18-12:09,10672,10658,10660,10038,2771,10617,10639,10616,10622,10673,2814,10636,20001,2842,10428,10669,10039,10671,10670,10450
2024-05-18-22:00,10672,10658,10038,2771,10660,10617,10616,10639,10622,10673,2814,10636,20001,10428,2842,10669,10671,10670,10039,10450
2024-05-19-12:10,10672,10038,10658,2771,10660,10639,10617,10616,10622,10673,10636,2814,20001,2842,10428,10669,10670,10671,10039,10450
2024-05-19-21:59,10672,10658,10038,2771,10660,10617,10616,10639,10622,10673,10636,2814,20001,10428,2842,10669,10670,10671,10039,10450
2024-05-20-12:11,10672,10658,10038,10660,2771,10616,10617,10639,10622,10673,10636,2814,20001,10428,2842,10669,10670,10450,10671,10039
2024-05-20-22:00,10672,10658,10038,10660,2771,10616,10617,10639,10622,10636,10673,2814,20001,10428,2842,10669,10450,10039,10670,10671
2024-05-21-12:10,10672,10658,10038,10660,10616,2771,10617,10639,10622,10636,10673,2814,10428,20001,2842,10669,10039,10450,10581,20003
2024-05-21-21:59,10672,10658,10038,10660,10616,2771,10617,10639,10622,10636,10673,2814,20001,10428,2842,10039,10669,10450,20003,10581
2024-05-22-12:10,10658,10672,10038,10616,10660,2771,10617,10639,10622,10636,20001,10428,2842,2814,10039,2863,20003,10450,10673,10371
2024-05-22-22:00,10658,10672,10038,10616,10660,2771,10617,10639,10622,10636,20001,2842,10428,2814,2863,10039,20003,10450,10673,10581
2024-05-23-12:10,10658,10672,10660,10038,10616,2771,10639,10622,10617,10636,20001,2842,10428,2863,2814,10039,20003,10450,10371,10581
2024-05-23-22:00,10658,10672,10660,10038,10616,2771,10639,10622,10617,10636,20001,2842,10428,2814,2863,10039,20003,10450,10371,10581
2024-05-24-12:11,10658,10672,10660,10038,10616,2771,10639,10622,10617,20001,10636,2842,10428,2863,2814,10039,10450,10371,20003,10581
2024-05-24-22:00,10658,10672,10660,10038,10616,2771,10639,10622,10617,20001,10636,2842,10428,2814,2863,10039,10450,20003,10371,10581
2024-05-25-12:10,10658,10660,10672,10038,2771,10616,10639,10622,10617,10636,20001,2842,10428,2814,10450,2863,10039,10371,20003,10645
2024-05-25-22:00,10658,10672,10660,10038,10616,2771,10639,10622,10617,10636,20001,2842,10428,2814,10450,2863,10039,10371,20003,10645
2024-05-26-12:09,10658,10672,10660,10038,2771,10616,10639,10622,10617,10636,20001,2842,10428,10450,2814,20002,10371,10039,2863,10645
2024-05-26-21:59,10658,10672,10660,10038,2771,10616,10639,10622,10617,10636,20001,2842,10428,10450,2814,20002,10371,10039,2863,20003
2024-05-27-12:11,10658,10672,10038,10660,2771,10616,10639,10622,10617,10636,20001,2842,10428,10450,2814,20002,10371,20003,10039,2863
2024-05-27-22:00,10658,10672,10038,10660,2771,10616,10639,10622,10617,10683,10636,20001,2842,10428,2814,10039,10450,20003,10371,20002
2024-05-28-12:12,10658,10672,10660,10038,10616,2771,10639,10683,10622,10617,20001,10636,2842,10428,10039,2814,20003,10371,10450,20002
2024-05-28-22:00,10658,10672,10660,10038,10616,10683,2771,10639,10622,10617,20001,10636,2842,10039,10428,2814,20003,10371,10450,20002
2024-05-29-12:12,10658,10683,10672,10038,10660,10616,2771,10639,10622,10617,20001,10636,10039,2842,2814,10428,20003,10371,10450,10581
2024-05-29-22:00,10658,10683,10672,10038,2771,10660,10616,10639,10622,10617,20001,10636,10039,2842,2814,10428,20003,10371,10450,10581
2024-05-30-12:12,10683,10658,10672,10038,2771,10639,10622,10660,10616,10617,20001,2842,2814,10039,10636,10428,20003,10371,10450,1500
2024-05-30-21:59,10683,10658,10672,2771,10038,10639,10617,10622,10616,10660,20001,2814,2842,10039,10636,10428,20003,10371,1500,10450
2024-05-31-12:10,10683,10658,10672,2771,10038,10617,10622,10639,10660,10616,20001,2814,2842,10636,10428,10039,10371,1500,10450,20003
2024-05-31-22:00,10683,10658,10672,2771,10038,10617,10622,10639,10616,10660,20001,2814,2842,10636,10428,10039,10371,1500,10450,20003
2024-06-01-12:10,10683,10658,10672,10038,2771,10622,10617,10639,10616,10660,20001,2842,10636,2814,10428,10039,1500,10371,10450,2863
2024-06-01-22:00,10683,10658,10672,10038,2771,10622,10617,10616,10639,10660,2842,20001,10636,2814,10428,10039,1500,10371,10450,10560
2024-06-02-12:09,10683,10658,10672,10038,10622,2771,10616,10617,10639,10660,2842,10636,20001,10428,2814,1500,10371,10560,10450,10039
2024-06-02-22:00,10683,10658,10672,10038,10622,2771,10616,10617,10639,10660,2842,10636,20001,10428,2814,10371,1500,10560,10450,10039
2024-06-03-12:12,10683,10658,10672,10038,10622,2771,10616,10617,10639,10660,2842,10636,20001,10428,2814,10371,10560,10450,1500,10039
2024-06-03-22:00,10683,10658,10672,10038,10622,2771,10616,10639,10660,10617,2842,10636,20001,10428,2814,10367,10371,1188,10450,10560
2024-06-04-12:10,10683,10658,10038,10672,2771,10660,10616,10622,10639,10617,2842,10367,1188,20001,10636,10428,2814,10371,10450,10039
2024-06-04-22:00,10683,10658,10038,10672,2771,10660,10616,10622,10639,10617,10367,2842,1188,20001,10636,10428,2814,10371,10450,10039
2024-06-05-12:12,10683,10038,10658,10672,10660,2771,10616,10639,10622,10617,10367,1188,2842,20001,10428,2814,10636,10371,10039,20003
2024-06-05-22:00,10683,10038,10658,10672,10660,2771,10616,10639,10622,10617,10367,1188,2842,20001,10428,2814,10636,10371,10039,10645
2024-06-06-12:10,10683,10038,10658,10672,10660,2771,10616,10639,10622,10617,10367,2842,20001,2814,10428,1188,10636,10645,10371,10039
2024-06-06-22:00,10683,10038,10658,10672,10660,2771,10616,10639,10622,10617,10367,2842,20001,2814,10428,1188,10636,10645,10371,10039
2024-06-07-12:11,10683,10038,10658,10672,2771,10660,10616,10639,10622,10617,10367,2842,20001,2814,10428,10636,1188,10645,10371,10039
2024-06-07-22:00,10683,10038,10658,10672,2771,10660,10616,10639,10622,10617,10367,20001,2842,2814,10428,10636,1188,10371,10645,10039
2024-06-08-12:09,10683,10038,10658,10672,2771,10660,10616,10639,10622,10617,10367,20001,2842,2814,10428,10636,10370,10371,1188,10039
2024-06-08-22:00,10683,10038,10658,10672,2771,10660,10616,10639,10622,10617,10367,20001,2842,2814,10428,10636,10370,10371,10039,1188
2024-06-09-12:10,10683,10038,10658,10672,2771,10616,10639,10660,10622,10617,10367,20001,2842,2814,10428,10370,10636,10371,10039,20003
2024-06-09-22:00,10683,10038,10658,10672,2771,10616,10639,10660,10622,10617,10367,20001,2842,2814,10428,10370,10636,10371,10039,20003
2024-06-10-12:11,10683,10038,10658,2771,10672,10639,10616,10660,10622,10617,10367,20001,2842,10428,2814,10370,10636,10371,10039,20003
2024-06-10-22:00,10683,10038,10658,10672,2771,10639,10616,10660,10622,10617,10367,20001,10428,2842,2814,10636,10370,10371,10039,20003
2024-06-11-12:10,10683,10658,10038,10672,2771,10639,10616,10660,10622,10617,10367,10428,2842,20001,2814,10636,10371,10370,10039,10450
2024-06-11-22:00,10683,10658,10038,10672,2771,10639,10616,10660,10622,10617,10428,10367,2842,20001,2814,10636,10371,10370,10039,10450
2024-06-12-12:10,10683,10658,10038,10672,2771,10639,10616,10660,10622,10617,10428,2842,2814,10367,20001,10636,10371,10370,2863,10450
2024-06-12-22:00,10683,10658,10038,10672,2771,10639,10660,10616,10622,10617,10428,2842,2814,20001,10367,10636,10371,10370,2863,20003
2024-06-13-12:10,10683,10658,10038,10672,2771,10639,10660,10616,10622,10617,10428,20001,2842,2814,10636,10367,10371,20002,20003,2863
2024-06-13-21:59,10683,10658,10038,10672,10639,2771,10660,10616,10622,10617,10428,20001,2842,2814,10636,10367,10371,20002,20003,2863
2024-06-14-12:10,10658,10683,10038,10639,10660,2771,10672,10616,10622,10617,20001,10428,2842,10636,2814,10367,10371,20002,20003,10450
2024-06-14-21:59,10658,10683,10038,10639,10660,2771,10672,10616,10622,10617,20001,10428,2842,2814,10636,10367,10371,20003,20002,10450
2024-06-15-12:10,10658,10683,10038,10639,10660,2771,10672,10616,10622,10617,20001,10428,2842,2814,10636,10367,10371,10370,20002,20003
2024-06-15-22:00,10658,10683,10639,10038,10660,2771,10672,10616,10622,10617,20001,10428,2814,2842,10636,10367,10371,10370,20003,20002
2024-06-16-12:10,10658,10683,10639,10038,2771,10660,10672,10616,10622,10617,20001,10428,2814,10367,10636,2842,10370,10371,20003,20002
2024-06-16-22:00,10658,10683,10639,10038,2771,10672,10660,10616,10622,10617,20001,10367,10428,2814,10636,2842,10371,10370,20003,2803
2024-06-17-12:11,10658,10683,10672,2771,10639,10038,10660,10616,10622,10617,10367,20001,10428,10636,2814,2842,10370,10371,20003,2803
2024-06-17-22:00,10658,10683,10672,2771,10639,10038,10660,10691,10616,10622,10692,10617,10696,10693,10428,20001,10367,10636,2814,2842
2024-06-18-12:10,10658,10683,10691,10672,2771,10639,10692,10616,10038,10660,10696,10693,10622,10617,10695,10694,10690,10697,10428,10701
2024-06-18-22:00,10658,10683,10691,10672,2771,10692,10639,10616,10038,10696,10660,10693,10622,10695,10694,10617,10690,10697,10701,10428
2024-06-19-12:10,10691,10692,10658,2771,10672,10696,10683,10639,10693,10616,10695,10694,10690,10697,10622,10701,10038,10617,10428,10660
2024-06-19-22:00,10691,10692,10658,2771,10672,10696,10683,10639,10693,10616,10695,10694,10690,10697,10622,10701,10617,10038,10428,10660
2024-06-20-12:10,10691,10692,2771,10672,10658,10696,10639,10683,10693,10616,2814,10694,10695,10690,10697,10622,10701,10617,20003,10428
2024-06-20-22:00,10691,10692,2771,10672,10658,10639,10683,10696,10693,2814,10616,10694,10695,10690,10697,10622,10701,10617,20003,10428
2024-06-21-12:11,10691,10692,2771,10672,2814,10658,10683,10639,10696,10616,10693,10694,10695,10690,10697,20003,10622,10617,20001,10636
2024-06-21-22:00,10691,10692,2771,10672,2814,10658,10683,10639,10696,10616,10693,10694,10695,20003,10697,10690,10622,20001,10617,10636
2024-06-22-12:10,10691,10692,2771,2814,10672,10683,10658,10616,10639,10693,10696,20003,10695,10694,10622,10697,10690,20001,10617,10636
2024-06-22-21:59,10691,10692,2771,10672,2814,10683,10658,10616,10639,10693,10696,20003,10695,10694,10622,10697,20001,10690,10617,10636
2024-06-23-12:10,10691,10692,2771,10672,10683,10658,10616,10639,2814,10693,20003,10696,10622,10694,10695,20001,10697,10690,10636,10617
2024-06-23-22:00,10691,10692,2771,10672,10683,2814,10658,10616,10639,10693,20003,10696,10622,10695,10694,20001,10690,10697,10636,10617
2024-06-24-12:11,10691,10692,2771,10672,2814,10683,10658,10616,10639,10693,20003,10696,10622,10695,10694,10636,20001,10690,10697,10617
2024-06-24-22:00,10691,10692,2771,10672,10683,2814,10658,10616,10639,10693,10696,20003,10622,10636,10695,10694,20001,10617,10690,10697
2024-06-25-12:10,10691,10692,2771,10683,2814,10672,10658,10616,10639,10693,10696,10622,20003,10617,10636,10695,20001,10038,10694,10690
2024-06-25-22:00,10691,10692,2771,10683,10672,10658,2814,10616,10639,10693,10696,10622,20003,10038,10617,20001,10636,10695,10694,10690
2024-06-26-12:11,10691,10692,2771,10683,10658,10672,10616,10639,10693,10038,10696,10622,10617,20001,10636,20003,10695,2814,2842,10694
2024-07-03-22:00,10691,10692,10683,10616,2771,10658,10672,10038,10693,10622,10639,10617,10696,10636,20001,20003,2842,2814,10660,10428
2024-07-04-12:10,10691,10692,2771,10683,10658,10616,10038,10672,2814,10693,10639,10622,10617,10696,20001,2842,10636,20003,2863,10039
2024-07-04-22:00,10691,10692,2771,10683,10658,10616,2814,10038,10672,10639,10693,10622,10617,10696,20001,2842,10636,2863,20003,10039
2024-07-05-12:12,10691,10692,2771,2814,10683,10658,10038,10616,10672,10639,10693,10622,10617,20001,2863,10696,2842,10039,10636,20003
2024-07-05-21:59,10691,10692,10683,2771,2814,10658,10038,10616,10672,10639,10622,10693,20001,10617,2863,10696,2842,10039,10636,20003
2024-07-06-12:10,10691,10692,2771,10683,2814,10038,10658,10616,10672,10639,10622,10617,10693,20001,10696,2863,2842,10636,10039,10428
2024-07-06-22:00,10691,10683,10692,2771,2814,10038,10658,10616,10672,10639,10622,10617,10693,20001,10696,2863,2842,10636,10039,10428
2024-07-07-12:10,10691,2771,10683,10692,10038,10616,10658,2814,10672,10639,10622,10617,10693,20001,10696,2842,2863,10636,10039,20003
2024-07-07-22:00,10691,10683,2771,10692,10038,10616,2814,10658,10672,10639,10622,10617,10693,20001,10696,2842,10636,2863,20003,10428
2024-07-08-12:11,10691,2771,10683,10692,2814,10616,10038,10658,10672,10639,10622,10617,10693,20001,10696,2842,10636,2863,20003,10428
2024-07-08-22:00,10691,2771,10683,10692,2814,10616,10038,10658,10672,10639,10622,10617,10693,20001,10696,2842,10636,2863,20003,10428
2024-07-09-12:10,10691,2771,10692,10683,2814,10616,10038,10658,10672,10639,10622,10617,10693,20001,10696,2842,10636,20003,10428,2863
2024-07-09-22:00,10691,10692,2771,10683,2814,10616,10038,10658,10672,10639,10622,10617,10693,20001,10696,2842,10636,2863,10428,20003
2024-07-10-12:12,10691,10692,2771,10683,10616,10038,10672,10658,10639,10622,10693,20001,10617,10696,2814,2842,2863,10428,10636,20003
2024-07-10-22:00,10691,10692,2771,10683,10616,10038,10672,10658,10639,10622,10693,20001,10617,10696,2814,2842,2863,10428,10636,20003
2024-07-11-12:11,10691,10692,2771,10683,10616,10038,10672,10658,10639,2814,20001,10622,10693,10617,10696,2842,2863,10428,20003,10636
2024-07-11-22:00,10691,10692,2771,10683,10616,10038,10672,10658,2814,10639,20001,10622,10693,10617,10696,2842,2863,10428,20003,10636
2024-07-12-12:10,10691,10692,2771,10616,10683,10038,2814,10639,10672,10658,20001,10622,10693,10696,10617,2842,2863,10701,10428,20003
2024-07-12-22:00,10691,10692,2771,10616,10683,10038,10639,10672,2814,10658,20001,10622,10693,10696,10617,2842,10701,2863,10428,10636
2024-07-13-12:10,10691,10692,2771,10616,10683,10038,10639,10672,10658,2814,10693,20001,10622,10696,10617,10701,2842,2863,10428,10636
2024-07-13-21:59,10691,10692,2771,10616,10683,10639,10672,10038,10658,2814,20001,10693,10622,10696,10617,10701,2842,2863,10428,10636
2024-07-14-12:12,10691,10692,2771,10616,10639,10683,10672,10038,10658,2814,10693,20001,10622,10696,10701,10617,2842,2863,10428,10636
2024-07-14-22:00,10691,10692,2771,10616,10639,10683,10672,2814,10658,10038,10622,10693,20001,10696,10701,10617,2842,2863,10636,10428
2024-07-15-12:13,10691,10692,2771,10616,10639,10683,2814,10672,10658,10038,10622,20001,10693,10696,10701,10617,2863,2842,10636,10428
2024-07-15-22:00,10691,2771,10692,10639,10616,10672,10658,10683,2814,10038,10622,10714,10617,20001,10693,2863,2842,10636,10696,10701
2024-07-16-12:11,2771,10691,10639,10692,10672,10616,10658,10683,2814,10714,10622,10617,10038,2842,2863,10636,20001,10693,1500,10701
2024-07-16-22:12,2771,10691,10639,10672,10692,10616,10658,10683,2814,10714,10622,10617,2842,10038,2863,10636,1500,20001,20003,10693
2024-07-17-12:10,2771,10639,10691,10672,10658,10616,10683,10714,10692,10622,10617,2842,10636,2863,10038,1500,10450,20003,10371,10146
2024-07-17-22:00,2771,10639,10691,10672,10658,10683,10616,10714,10692,10617,10622,2842,10038,10636,2863,1500,20003,10450,10371,10146
2024-07-18-12:11,2771,10639,10691,10672,10658,10683,10714,10616,10692,10038,10617,10622,2842,1500,10636,2863,20003,10371,10146,10450
2024-07-18-21:59,2771,10639,10691,10672,10658,10714,10683,10616,10692,10038,10622,10617,2842,1500,10636,2863,20003,10371,10146,10280
2024-07-19-12:11,2771,10639,10691,10672,10714,10658,10683,10616,10038,10692,10622,10617,2842,1500,10636,20003,20001,10371,2863,10280
2024-07-19-22:00,2771,10639,10691,10672,10714,10658,10683,10616,10038,10692,10622,10617,2842,1500,10636,20001,20003,10371,2863,10280
2024-07-20-12:12,2771,10639,10691,10672,10714,10658,10038,10616,10683,10692,10622,10617,2842,20001,1500,10371,20003,10636,10280,10146
2024-07-20-22:00,2771,10639,10691,10672,10714,10658,10616,10038,10683,10692,10622,10617,2842,20001,1500,10371,20003,10636,10280,10720
2024-07-21-12:10,2771,10639,10672,10691,10714,10616,10658,10038,10683,10617,10622,10692,2842,20001,10371,1500,10720,20003,10636,10280
2024-07-21-21:59,2771,10639,10672,10691,10714,10616,10658,10038,10683,10622,10617,10692,2842,20001,10371,1500,10720,20003,10280,10636
2024-07-22-12:11,2771,10639,10714,10672,10691,10616,10658,10683,10038,10622,10692,10617,2842,10146,10280,20003,10371,20001,10720,1500
2024-07-22-21:59,2771,10639,10714,10691,10672,10616,10658,10683,10038,2842,10622,10692,10617,10146,10280,20003,3009,10371,10370,10720
2024-07-23-12:10,2771,10639,10714,10691,10672,10683,10616,10658,2842,10038,10692,10622,10146,10617,10280,3009,2884,20003,10370,10371
2024-07-23-22:00,10639,2771,10714,10691,10672,10683,10616,10658,2842,10038,10146,10692,10280,10622,3009,10617,2884,20003,10370,10371
2024-07-24-12:10,10639,2771,10714,10691,10672,2842,10683,10616,10658,3009,2884,10146,10280,10038,10692,20003,10617,10622,10370,2885
2024-07-24-22:00,10639,2771,10714,10691,10672,2842,10616,10683,3009,10658,10146,2884,10280,10692,10038,20003,10617,10622,10370,2885
2024-07-25-12:10,10639,2771,10714,10691,10672,2842,10616,10683,3009,10146,2884,10692,10280,10038,10658,20003,10617,10622,10370,1500
2024-07-25-22:00,10639,2771,10714,10691,10672,2842,10616,3009,10683,10146,10280,10692,2884,10658,10038,20003,10617,10622,10370,10371
2024-07-26-12:11,10639,2771,10714,10691,10672,2842,10616,10683,3009,10146,10692,10280,10658,20003,2884,10617,10038,10622,10370,10371
2024-07-26-22:00,10639,2771,10714,10691,10672,2842,3009,10146,10280,10616,20003,10683,10692,10658,2884,10038,10617,10370,10622,10417
2024-07-27-12:10,10639,2771,10714,3009,10280,2842,10146,10691,20003,10672,10616,10683,10658,10370,10692,10038,10417,2884,10617,10622
2024-07-27-22:00,10639,2771,10714,3009,10280,10146,2842,20003,10691,10672,10616,10683,10370,10658,10692,10417,10038,2884,10617,10622
2024-07-28-12:10,10639,2771,3009,10280,10146,10714,2842,20003,10691,10370,10672,10417,10616,10683,10658,10038,10692,10371,10622,2884
2024-07-28-21:59,10639,2771,3009,10280,10146,2842,10714,20003,10691,10370,10672,10417,10616,10683,10658,10038,10692,400,10371,10622
2024-07-29-12:11,10639,2771,10280,3009,10146,2842,10714,20003,10691,10672,10370,10616,10417,10658,10683,10038,400,10692,10371,10622
2024-07-29-21:59,10639,2771,10280,3009,10146,2842,10714,20003,10691,10672,10616,10370,10658,10417,10683,10038,10692,400,10371,10622
2024-07-30-12:11,10639,2771,10714,2842,10280,10672,10691,10146,3009,10616,20003,10658,10683,10038,400,10370,10617,10622,10692,10417
2024-07-30-22:00,10639,2771,10714,2842,10672,10691,10280,10146,3009,10616,20003,10658,10683,10038,10617,400,10622,10370,10692,10371
2024-07-31-12:09,2771,10714,10639,10672,10691,10616,10683,10038,10658,10617,2842,10622,10692,2884,10371,20003,10410,10715,10450,10428
2024-07-31-22:00,2771,10714,10639,10691,10672,10616,10683,10038,10658,10617,2842,10692,10622,2884,10371,20003,10410,10715,10450,10560
2024-08-01-12:11,2771,10714,10639,10691,10616,10672,10683,10038,10692,10658,2842,10617,10622,2884,10371,20003,10047,1500,10715,20001
2024-08-01-22:00,2771,10714,10639,10691,10616,10672,10683,10038,10692,10658,2842,10617,10622,2884,10371,20003,1500,10715,20001,10047
2024-08-02-12:11,2771,10714,10639,10691,10616,10672,10683,10692,10038,10658,10622,2884,2842,10617,10371,20003,1500,10450,10047,20001
2024-08-02-22:00,2771,10714,10639,10691,10616,10672,10683,10692,10038,10658,10622,2884,2842,10617,10371,10450,20003,1500,20001,10715
2024-08-03-12:10,2771,10714,10639,10691,10616,10672,10683,10692,10038,10622,10658,2884,10617,2842,10450,10371,20003,1500,20001,10428
2024-08-03-22:00,2771,10639,10714,10691,10616,10672,10683,10692,10038,10622,10658,2884,10617,2842,10450,10371,20003,1500,20001,10428
2024-08-04-12:12,2771,10639,10714,10691,10616,10672,10683,10692,10622,10038,10658,2884,2842,10617,400,10450,10371,20003,10428,20001
2024-08-04-22:00,2771,10639,10714,10691,10616,10672,10683,10692,10622,10658,10038,2884,400,10617,2842,10450,10371,20003,20001,10428
2024-08-05-12:11,2771,10639,10714,10691,10672,10616,10683,10692,10658,10622,400,10617,2884,2842,10038,10371,20003,10450,10428,10280
2024-08-05-22:00,2771,10639,10714,10691,10672,10616,10683,10692,10658,10622,2884,10617,400,2842,10038,10371,20003,10450,10428,10715
2024-08-06-12:11,2771,10714,10639,10691,10672,10616,10683,10658,10692,2884,10617,400,10622,2842,10371,20003,10428,10715,10450,10636
2024-08-06-22:00,2771,10714,10639,10691,10672,10616,10683,10658,10692,2884,10617,10622,400,2842,10371,20003,10715,10428,10450,10636
2024-08-07-12:12,10714,2771,10691,10639,10672,10616,10683,10658,2884,10617,10692,10622,2842,10715,10636,10371,20003,10428,10450,10280
2024-08-07-22:00,10714,2771,10691,10639,10672,10616,10683,10658,2884,10617,10692,10622,2842,10715,10636,10371,20003,10428,20001,10450
2024-08-08-12:12,10714,2771,10639,10691,10672,10616,10658,10683,2884,10617,10692,10622,2842,10715,20003,10038,10371,10636,20001,10428
2024-08-08-22:00,10714,2771,10639,10691,10672,10616,10658,10683,2884,10617,10692,10622,2842,10715,20003,10371,20001,10038,10636,10428
2024-08-09-12:11,2771,10714,10639,10691,10672,10616,10658,10683,2884,10617,10692,10622,2842,20003,10715,10371,20001,10450,10636,10280
2024-08-09-22:00,2771,10714,10639,10691,10672,10616,10658,10683,2884,10617,10692,10622,2842,20003,10715,10371,20001,10450,10636,10280
2024-08-10-12:11,2771,10714,10639,10691,10672,10616,10658,10683,2884,10622,10692,10617,2842,20003,10371,10715,20001,10450,10280,10636
2024-08-10-22:00,2771,10714,10639,10691,10672,10616,10658,10683,2884,10622,10692,10617,2842,20003,10371,20001,10715,10450,10280,10636
2024-08-11-12:11,2771,10639,10714,10691,10672,10616,10658,10683,10622,10692,2884,10617,2842,400,20003,10371,20001,10450,10715,10280
2024-08-11-22:00,2771,10639,10714,10691,10672,10616,10658,10683,10692,10622,2884,10617,400,2842,20003,10371,20001,10280,10715,10450
2024-08-12-12:11,2771,10639,10714,10672,10691,10616,10658,10683,10692,10622,2884,400,10617,2842,20003,10371,10280,20001,10715,1500
2024-08-12-22:00,2771,10639,10714,10672,10691,10616,10658,10683,10692,10622,2884,10617,2842,400,10726,20003,10371,10428,10715,10280
2024-08-13-12:11,2771,10639,10714,10672,10616,10691,10726,10658,10683,10692,2884,2842,400,10617,10622,10428,20003,10371,10715,10280
